,before,before,before
Vvi,1.065
Chu,1.302
Jsa,1.356,0.9165
Fpe,1.494,0.7139,0.2379
Oeu,1.179,0.6267,0.2886
Sob,1.253,0.6653,0.2644
Vvi_Jsa,1.094
Vvi_Chu,1.081
Vvi_Sob,1.041
Vvi_Fpe,1.073
Vvi_Oeu,0.9561
Chu_Jsa,1.006
Chu_Sob,0.9532
Chu_Fpe,0.9848
Chu_Oeu,0.8891
Jsa_Sob,0.4297
Jsa_Fpe,0.4253
Jsa_Oeu,0.4038
Sob_Fpe,0.2182
Sob_Oeu,0.2359
Fpe_Oeu,0.2082
